cpId,bloque,escenario,titulo,prioridad,tipo,estatus,ejecutadoPor
E37-C-02.2,BD1,Validar las reglas de negocio al eliminar un registro en el  flujo de comunes,Validar que no se pueda editar un nuevo registro porque no cumplen con las reglas definidas de negocio en el  flujo de comunes de Grupo Producto ,Medio,Automatizada,Passed,Angel Farro
E37-C-02.3,BD1,Validar las reglas de negocio al eliminar un registro en el  flujo de comunes,Validar que no se pueda editar un nuevo registro porque no cumplen con las reglas definidas de negocio en el  flujo de comunes de Canales,Medio,Automatizada,Passed,Angel Farro
E37-C-02.4,BD1,Validar las reglas de negocio al eliminar un registro en el  flujo de comunes,Validar que no se pueda editar un nuevo registro porque no cumplen con las reglas definidas de negocio en el  flujo de comunes de Subcanales,Medio,Automatizada,Passed,CAROlina
E37-C-02.5,BD1,Validar las reglas de negocio al eliminar un registro en el  flujo de comunes,Validar que no se pueda editar un nuevo registro porque no cumplen con las reglas definidas de negocio en el  flujo de comunes de Maestro UoA,Medio,Automatizada,Passed,Angel Farro
E37-C-02.6,BD1,Validar las reglas de negocio al eliminar un registro en el  flujo de comunes,Validar que no se pueda editar un nuevo registro porque no cumplen con las reglas definidas de negocio en el  flujo de comunes de Configuración de Parches,Medio,Automatizada,Failed,Angel Farro
E56-C-01.1,BD1,Validar el funcionamiento integral del paginador en el  flujo de comunes,Validar el correcto funcionamiento de los elementos del paginador en el  flujo de comunes,Baja,Automatizada,Passed,Angel Farro
E60-C-01.1,BD1,Validar el funcionamiento del boton ver más columnas en el  flujo de comunes,Validar el correcto funcionamiento de botón ver más columnas  en el  flujo de comunes de Maestro UoA,Baja,Manual,Passed,Carolina
E60-C-01.2,BD1,Validar el funcionamiento del boton ver más columnas en el  flujo de comunes,Validar el correcto funcionamiento del buscador del componente columnas en el  flujo de comunes de Maestro UoA,Baja,Manual,Passed,Carolina
E60-C-01.3,BD1,Validar el funcionamiento del boton ver más columnas en el  flujo de comunes,Validar el correcto funcionamiento de la opción 'Mostrar todas'' del componente columnas en el  flujo de comunes de Maestro UoA,Baja,Manual,Passed,Carolina
E60-C-01.4,BD1,Validar el funcionamiento del boton ver más columnas en el  flujo de comunes,Validar el correcto funcionamiento de la opción''Ocultar todas'' del componente columnas en el  flujo de comunes de Maestro UoA,Baja,Manual,Passed,Carolina
E60-C-01.5,BD1,Validar el funcionamiento del boton ver más columnas en el  flujo de comunes,Validar el correcto funcionamiento de la selección de columnas por defecto del componente columnas en el  flujo de comunes de Maestro UoA,Baja,Manual,Passed,Carolina
E60-C-02.1,BD1,Validar el funcionamiento del boton ver más columnas en el  flujo de comunes,Validar el correcto funcionamiento de botón ver más columnas  en el  flujo de comunes de Unidades de Cuenta - BBA/VFA,Baja,Manual,Passed,Carolina
E60-C-02.2,BD1,Validar el funcionamiento del boton ver más columnas en el  flujo de comunes,Validar el correcto funcionamiento del buscador del componente columnas en el  flujo de comunes de Unidades de Cuenta - BBA/VFA,Medio,Manual,Passed,Carolina
E60-C-02.3,BD1,Validar el funcionamiento del boton ver más columnas en el  flujo de comunes,Validar el correcto funcionamiento de la opción 'Mostrar todas'' del componente columnas en el  flujo de comunes de Unidades de Cuenta - BBA/VFA,Medio,Manual,Passed,Carolina
E60-C-02.4,BD1,Validar el funcionamiento del boton ver más columnas en el  flujo de comunes,Validar el correcto funcionamiento de la opción''Ocultar todas'' del componente columnas en el  flujo de comunes de Unidades de Cuenta - BBA/VFA,Medio,Manual,Passed,Carolina
E60-C-02.5,BD1,Validar el funcionamiento del boton ver más columnas en el  flujo de comunes,Validar el correcto funcionamiento de la selección de columnas por defecto del componente columnas en el  flujo de comunes de Unidades de Cuenta - BBA/VFA,Medio,Manual,Passed,Carolina
E62-ERROR-01,BD1,Validar el correcto tratamiento de errores propois del sistema,Validar el tratamiento de errores ante una falla en la carga del archivo,Medio,Manual,N/A,Yaneisy
E62-ERROR-02,BD1,Validar el correcto tratamiento de errores propios del sistema,Validar el tratamiento de errores al descargar un archivo de comunes,Medio,Manual,Passed,Carolina
E62-ERROR-03,BD1,Validar el correcto tratamiento de errores propois del sistema,Validar el tratamiento de errores al agregar un Registro,Medio,Manual,Passed,Yaneisy
E62-ERROR-04,BD1,Validar el correcto tratamiento de errores propois del sistema,Validar el tratamiento de errores al realizar una consulta. ,Medio,Manual,Passed,Carolina
E62-ERROR-05,BD1,Validar el correcto tratamiento de errores propois del sistema,Validar el tratamiento de errores al fallar el pipeline durante la carga de un archivo,Medio,Manual,N/A,Yaneisy
E63-BUS-01,BD1,Validar el funcionamiento integral del buscador en la vista de distribución,Validar el correcto funcionamiento del buscador en la vista de distribución o en las vistas de la sección Comunes,Alta,Automatizada,Passed,Angel Farro
E18,BD1,Validar el Tiempo de procesamiento de la vista de inicio ,Tiempo de carga de la página de Inicio,Medio,,To Do,Yaimara Guerra
E18-GG-01.1,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Generales,Tiempo de carga de la página Cuentas contables de Gastos Generales/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GG-01.2,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Generales,Tiempo de carga de la página Cuentas contables/Catálogos de Gastos Generales/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GG-01.3,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Generales,Tiempo de carga de la página Partidas de Gastos Generales/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GG-01.4,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Generales,Tiempo de carga de la página Partidas-Catálogo de Gastos Generales/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GG-01.5,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Generales,Tiempo de carga de la página Centros de costo de Gastos Generales/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GG-01.6,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Generales,Tiempo de carga de la página Centros de costo-Catálogo de Gastos Generales/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GG-01.7,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Generales,Tiempo de carga de la página Líneas-Catálogo de Gastos Generales/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GG-01.8,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Generales,Tiempo de carga de la página Productos de Gastos Generales/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GG-01.9,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Generales,Tiempo de carga de la página Productos-Catálogo de Gastos Generales/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GG-01.10,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Generales,Tiempo de carga de la página Canales de Gastos Generales/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GG-01.11,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Generales,Tiempo de carga de la página Subcanales de Gastos Generales/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GG-01.12,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Generales,Tiempo de carga de la página Subcanales-Catálogo de Gastos Generales/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GG-01.13,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Generales,Tiempo de carga de la página Unidades de Cuenta de Gastos Generales/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GG-02.1,BD1,Validar el Tiempo de procesamiento de la vista de Aprovisionamiento de Gastos Generales,Tiempo de carga de la página Exactus de Gastos Generales/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GG-02.2,BD1,Validar el Tiempo de procesamiento de la vista de Aprovisionamiento de Gastos Generales,Tiempo de carga de la página Detalle de Gastos Generales/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GG-02.3,BD1,Validar el Tiempo de procesamiento de la vista de Aprovisionamiento de Gastos Generales,Tiempo de carga de la página Drivers- Centro de Costos de Gastos Generales/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GG-02.4,BD1,Validar el Tiempo de procesamiento de la vista de Aprovisionamiento de Gastos Generales,Tiempo de carga de la página Drivers- Objetos de Costos de Gastos Generales/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GG-02.5,BD1,Validar el Tiempo de procesamiento de la vista de Aprovisionamiento de Gastos Generales,Tiempo de carga de la página Unidades de Cuenta-PAA de Gastos Generales/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GG-02.6,BD1,Validar el Tiempo de procesamiento de la vista de Aprovisionamiento de Gastos Generales,Tiempo de carga de la página Unidades de Cuenta-BBA y VFA-Pacífico de Gastos Generales/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GG-02.7,BD1,Validar el Tiempo de procesamiento de la vista de Aprovisionamiento de Gastos Generales,Tiempo de carga de la página Asientos manuales de Gastos Generales/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GG-02.8,BD1,Validar el Tiempo de procesamiento de la vista de Aprovisionamiento de Gastos Generales,Tiempo de carga de la página Unidades de cuenta- Asientos y GT de Gastos Generales/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GG-02.9,BD1,Validar el Tiempo de procesamiento de la vista de Aprovisionamiento de Gastos Generales,Tiempo de carga de la página Configuración de Excepciones de Gastos Generales/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GG-02.10,BD1,Validar el Tiempo de procesamiento de la vista de Aprovisionamiento de Gastos Generales,Tiempo de carga de la página Redistribución Ingreso Financiero GG-GF de Gastos Generales/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GG-03.1,BD1,Validar el Tiempo de procesamiento de la vista de Asignaciones de Gastos Generales,Tiempo de carga de la página Redistribución Asignaciones de Driver de Centros a Bolsas de Gastos Generales/Asignaciones,Medio,,To Do,Yaimara Guerra
E18-GG-03.2,BD1,Validar el Tiempo de procesamiento de la vista de Asignaciones de Gastos Generales,Tiempo de carga de la página Asignaciones de Driver a Entidades de Gastos Generales/Asignaciones,Medio,,To Do,Yaimara Guerra
E18-GG-03.3,BD1,Validar el Tiempo de procesamiento de la vista de Asignaciones de Gastos Generales,Tiempo de carga de la página Asignaciones de Drivers Objetos de Gastos Generales/Asignaciones,Medio,,To Do,Yaimara Guerra
E18-GG-03.4,BD1,Validar el Tiempo de procesamiento de la vista de Asignaciones de Gastos Generales,Tiempo de carga de la página Asignaciones Especiales Niif de Gastos Generales/Asignaciones,Medio,,To Do,Yaimara Guerra
E18-GG-03.5,BD1,Validar el Tiempo de procesamiento de la vista de Asignaciones de Gastos Generales,Tiempo de carga de la página Asignaciones de Lineas Niif de Gastos Generales/Asignaciones,Medio,,To Do,Yaimara Guerra
E18-GG-03.6,BD1,Validar el Tiempo de procesamiento de la vista de Asignaciones de Gastos Generales,Tiempo de carga de la página Asignaciones de Cuenta Concepto de Gastos Generales/Asignaciones,Medio,,To Do,Yaimara Guerra
E18-GG-03.7,BD1,Validar el Tiempo de procesamiento de la vista de los Procesos de Gastos Generales,Tiempo de carga de la página Gastos generales de Gastos Generales/Procesos,Medio,,To Do,Yaimara Guerra
E18-GG-03.8,BD1,Validar el Tiempo de procesamiento de la vista de los Procesos de Gastos Generales,Tiempo de carga de la página Asientos manuales de Gastos Generales/Procesos,Medio,,To Do,Yaimara Guerra
E18-GF-01.1,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Financieros,Tiempo de carga de la página Conceptos de Gastos Financieros/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GF-01.2,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Financieros,Tiempo de carga de la página Cuentas contables de Gastos Financieros/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GF-01.3,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Financieros,Tiempo de carga de la página Cuentas contables/Catálogos de Gastos Financieros/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GF-01.4,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Financieros,Tiempo de carga de la página Líneas-Catálogo de Gastos Financieros/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GF-01.5,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Financieros,Tiempo de carga de la página Productos de Gastos Financieros/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GF-01.6,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Financieros,Tiempo de carga de la página Productos-Catálogo de Gastos Financieros/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GF-01.7,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Financieros,Tiempo de carga de la página Canales de Gastos Financieros/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GF-01.8,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Financieros,Tiempo de carga de la página Subcanales de Gastos Financieros/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GF-01.9,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Financieros,Tiempo de carga de la página Subcanales-Catálogo de Gastos Financieros/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GF-01.10,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Financieros,Tiempo de carga de la página Centros de costo de Gastos Financieros/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GF-01.11,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Financieros,Tiempo de carga de la página Centros de costo-Catálogo de Gastos Financieros/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GF-01.12,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Financieros,Tiempo de carga de la página Unidades de Cuenta de Gastos Financieros/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GF-02.1,BD1,Validar el Tiempo de procesamiento de la vista de aprovisionamiento de Gastos Financieros,Tiempo de carga de la página Exactus de Gastos Financieros/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GF-02.1.1,BD1,Validar el Tiempo de procesamiento de la vista de aprovisionamiento de Gastos Financieros,Tiempo de carga de la página Exactus de Gastos Financieros/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GF-02.2,BD1,Validar el Tiempo de procesamiento de la vista de aprovisionamiento de Gastos Financieros,Tiempo de carga de la página Drivers - Productos de Gastos Financieros/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GF-02.3,BD1,Validar el Tiempo de procesamiento de la vista de aprovisionamiento de Gastos Financieros,Tiempo de carga de la página Drivers - Subcanales de Gastos Financieros/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GF-02.4,BD1,Validar el Tiempo de procesamiento de la vista de aprovisionamiento de Gastos Financieros,Tiempo de carga de la página Drivers - CC Vida de Gastos Financieros/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GF-02.5,BD1,Validar el Tiempo de procesamiento de la vista de aprovisionamiento de Gastos Financieros,Tiempo de carga de la página Unidades de Cuenta - PAA de Gastos Financieros/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GF-02.6,BD1,Validar el Tiempo de procesamiento de la vista de aprovisionamiento de Gastos Financieros,Tiempo de carga de la página Unidades de Cuenta - BBA y VFA - Pacífico de Gastos Financieros/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GF-02.7,BD1,Validar el Tiempo de procesamiento de la vista de aprovisionamiento de Gastos Financieros,Tiempo de carga de la página Configuración de Excepciones de Gastos Financieros/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GF-02.8,BD1,Validar el Tiempo de procesamiento de la vista de aprovisionamiento de Gastos Financieros,Tiempo de carga de la página Redistribución Ingreso Financiero GG - GF de Gastos Financieros/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GF-03.1,BD1,Validar el Tiempo de procesamiento de la vista de Asignaciones de Gastos Financieros,Tiempo de carga de la página Asignaciones Especiales Niif de Gastos Financieros/Asignaciones,Medio,,To Do,Yaimara Guerra
E18-GF-03.2,BD1,Validar el Tiempo de procesamiento de la vista de Asignaciones de Gastos Financieros,Tiempo de carga de la página Asignaciones de Cuenta Concepto de Gastos Financieros/Asignaciones,Medio,,To Do,Yaimara Guerra
E18-GF-03.3,BD1,Validar el Tiempo de procesamiento de la vista de los procesos de Gastos Financieros,Tiempo de carga de la página Procesos Gastos Financieros de Gastos Financieros/Procesos,Medio,,To Do,Yaimara Guerra
E18-GT-01.1,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Técnicos,Tiempo de carga de la página Ramos-Catálogo de Gastos Técnicos/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GT-01.2,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Técnicos,Tiempo de carga de la página Conceptos - Catálogo de Gastos Técnicos/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GT-01.3,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Técnicos,Tiempo de carga de la página Cuentas Contables de Gastos Técnicos/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GT-01.4,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Técnicos,Tiempo de carga de la página Cuentas Contables - Catálogo de Gastos Técnicos/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GT-01.5,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Técnicos,Tiempo de carga de la página Líneas - Catálogo de Gastos Técnicos/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GT-01.6,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Técnicos,Tiempo de carga de la página Productos de Gastos Técnicos/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GT-01.7,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Técnicos,Tiempo de carga de la página Productos - Catálogo de Gastos Técnicos/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GT-01.8,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Técnicos,Tiempo de carga de la página Canales- Catálogo de Gastos Técnicos/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GT-01.9,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Técnicos,Tiempo de carga de la página Subcanales de Gastos Técnicos/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GT-01.10,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Técnicos,Tiempo de carga de la página Subcanales - Catálogo de Gastos Técnicos/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GT-01.11,BD1,Validar el Tiempo de procesamiento de la vista de Parametrización de Gastos Técnicos,Tiempo de carga de la página UoA de Gastos Técnicos/Parametrización,Medio,,To Do,Yaimara Guerra
E18-GT-02.1,BD1,Validar el Tiempo de procesamiento de la vista de aprovisionamiento de Gastos Técnicos,Tiempo de carga de la página Exactus de Gastos Técnicos/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GT-02.2,BD1,Validar el Tiempo de procesamiento de la vista de aprovisionamiento de Gastos Técnicos,Tiempo de carga de la página Drivers - Productos de Gastos Técnicos/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GT-02.3,BD1,Validar el Tiempo de procesamiento de la vista de aprovisionamiento de Gastos Técnicos,Tiempo de carga de la página Drivers - Subcanales de Gastos Técnicos/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GT-02.4,BD1,Validar el Tiempo de procesamiento de la vista de aprovisionamiento de Gastos Técnicos,Tiempo de carga de la página Unidades de cuenta - Asientos y GT de Gastos Técnicos/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GT-02.5,BD1,Validar el Tiempo de procesamiento de la vista de aprovisionamiento de Gastos Técnicos,Tiempo de carga de la página Unidades de Cuenta - PAA de Gastos Técnicos/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GT-02.6,BD1,Validar el Tiempo de procesamiento de la vista de aprovisionamiento de Gastos Técnicos,Tiempo de carga de la página Unidades de Cuenta - BBA y VFA - Pacífico de Gastos Técnicos/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GT-02.7,BD1,Validar el Tiempo de procesamiento de la vista de aprovisionamiento de Gastos Técnicos,Tiempo de carga de la página Configuración de Excepciones de Gastos Técnicos/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GT-02.8,BD1,Validar el Tiempo de procesamiento de la vista de aprovisionamiento de Gastos Técnicos,Tiempo de carga de la página Redistribución Ingreso Financiero GG - GF de Gastos Técnicos/Aprovisionamiento,Medio,,To Do,Yaimara Guerra
E18-GT-03.1,BD1,Validar el Tiempo de procesamiento de la vista de Asignaciones de Gastos Técnicos,Tiempo de carga de la página Asignaciones Especiales Niif de Gastos Técnicos/Asignaciones,Medio,,To Do,Yaimara Guerra
E18-GT-03.2,BD1,Validar el Tiempo de procesamiento de la vista de Asignaciones de Gastos Técnicos,Tiempo de carga de la página Asignaciones de Cuenta Concepto de Gastos Técnicos/Asignaciones,Medio,,To Do,Yaimara Guerra
E18-GT-03.3,BD1,Validar el Tiempo de procesamiento de la vista de Asignaciones de Gastos Técnicos,Tiempo de carga de la página Asignaciones de Metodos Subcanal de Gastos Técnicos/Asignaciones,Medio,,To Do,Yaimara Guerra
E18-GT-03.4,BD1,Validar el Tiempo de procesamiento de la vista de los Procesos de Gastos Técnicos,Tiempo de carga de la página Procesos Gastos Técnicos de Gastos Técnicos/Procesos,Medio,,To Do,Yaimara Guerra
